Entity,Code,Day,Monthly CO2 emissions from international aviation,Monthly CO2 emissions from domestic aviation,Monthly CO2 total emissions from aviation
Eritrea,ERI,2022-05-15,1840.61,,
Eritrea,ERI,2022-06-15,1872.59,,
Eritrea,ERI,2022-07-15,2601.85,,
Eritrea,ERI,2022-08-15,2370.7,,
Eritrea,ERI,2022-09-15,2401.1,,
Eritrea,ERI,2022-10-15,1982.36,,
Eritrea,ERI,2022-11-15,1796.9,,
Eritrea,ERI,2022-12-15,1800.82,,
Eritrea,ERI,2023-01-15,2030.02,,
Eritrea,ERI,2023-02-15,1796.83,,
Eritrea,ERI,2023-03-15,1848.95,,
Estonia,EST,2019-01-15,14161.1,,
Estonia,EST,2019-02-15,13430.9,,
Estonia,EST,2019-03-15,13838.9,,
Estonia,EST,2019-04-15,14860.3,,
Estonia,EST,2019-05-15,16320,,
Estonia,EST,2019-06-15,15984,,
Estonia,EST,2019-07-15,15708.1,,
Estonia,EST,2019-08-15,15604.7,,
Estonia,EST,2019-09-15,16177.4,,
Estonia,EST,2019-10-15,16625.6,,
Estonia,EST,2019-11-15,11282.2,,
Estonia,EST,2019-12-15,10795.7,,
Estonia,EST,2020-01-15,10304.4,,
Estonia,EST,2020-02-15,10277.4,,
Estonia,EST,2020-03-15,7003.92,,
Estonia,EST,2020-04-15,608.51,,
Estonia,EST,2020-05-15,741.781,,
Estonia,EST,2020-06-15,1138.93,,
Estonia,EST,2020-07-15,4244.29,,
Estonia,EST,2020-08-15,4752.44,,
Estonia,EST,2020-09-15,3555.56,,
Estonia,EST,2020-10-15,2879.26,59.3375,2938.5974
Estonia,EST,2020-11-15,2593.16,79.7923,2672.9521
Estonia,EST,2020-12-15,3313.45,139.035,3452.4849
Estonia,EST,2021-01-15,2803.2,137.81,2941.01
Estonia,EST,2021-02-15,2587.39,,
Estonia,EST,2021-03-15,3701.88,98.2672,3800.147
Estonia,EST,2021-04-15,4700.23,157.982,4858.212
Estonia,EST,2021-05-15,5998.14,40.564,6038.704
Estonia,EST,2021-06-15,7382.51,137.574,7520.084
Estonia,EST,2021-07-15,10122.2,216.188,10338.389
Estonia,EST,2021-08-15,10832.6,314.455,11147.055
Estonia,EST,2021-09-15,12709.4,122.918,12832.318
Estonia,EST,2021-10-15,17538.6,176.881,17715.48
Estonia,EST,2021-11-15,20261,117.921,20378.922
Estonia,EST,2021-12-15,19826.6,19.842,19846.441
Estonia,EST,2022-01-15,15577.9,72.6914,15650.592
Estonia,EST,2022-02-15,9682.79,39.3069,9722.097
Estonia,EST,2022-03-15,11897.4,239.077,12136.478
Estonia,EST,2022-04-15,13449.4,233.951,13683.352
Estonia,EST,2022-05-15,15731.7,255.872,15987.572
Estonia,EST,2022-06-15,19672.8,275.902,19948.703
Estonia,EST,2022-07-15,14475.6,255.495,14731.095
Estonia,EST,2022-08-15,14535.2,255.683,14790.883
Estonia,EST,2022-09-15,15136.9,79.038,15215.938
Estonia,EST,2022-10-15,16304.3,197.194,16501.494
Estonia,EST,2022-11-15,10784.1,178.295,10962.395
Estonia,EST,2022-12-15,10791.3,19.6534,10810.953
Estonia,EST,2023-01-15,10773.2,19.6534,10792.854
Estonia,EST,2023-02-15,9858.2,39.684,9897.884
Estonia,EST,2023-03-15,12170.7,129.904,12300.6045
Ethiopia,ETH,2019-01-15,177766,6088.35,183854.34
Ethiopia,ETH,2019-02-15,154905,5407.45,160312.45
Ethiopia,ETH,2019-03-15,162089,5713.15,167802.16
Ethiopia,ETH,2019-04-15,175063,5246.99,180309.98
Ethiopia,ETH,2019-05-15,178652,6762.51,185414.52
Ethiopia,ETH,2019-06-15,182380,5609.09,187989.1
Ethiopia,ETH,2019-07-15,195042,6141.85,201183.84
Ethiopia,ETH,2019-08-15,191127,6153.6,197280.6
Ethiopia,ETH,2019-09-15,187396,6459.46,193855.45
Ethiopia,ETH,2019-10-15,189803,6347.16,196150.16
Ethiopia,ETH,2019-11-15,178016,7502.42,185518.42
Ethiopia,ETH,2019-12-15,202064,7972.67,210036.67
Ethiopia,ETH,2020-01-15,196017,8023.89,204040.89
Ethiopia,ETH,2020-02-15,172705,9564.77,182269.77
Ethiopia,ETH,2020-03-15,135195,6794.8,141989.8
Ethiopia,ETH,2020-04-15,29992,1726.93,31718.93
Ethiopia,ETH,2020-05-15,42193.5,835.805,43029.305
Ethiopia,ETH,2020-06-15,43430,887.971,44317.973
Ethiopia,ETH,2020-07-15,52814.2,1501.97,54316.168
Ethiopia,ETH,2020-08-15,78599,2993.55,81592.55
Ethiopia,ETH,2020-09-15,84184.9,3943.5,88128.4
Ethiopia,ETH,2020-10-15,102249,5584.7,107833.7
Ethiopia,ETH,2020-11-15,93999.3,3660.85,97660.15
Ethiopia,ETH,2020-12-15,100839,3972.69,104811.69
Ethiopia,ETH,2021-01-15,103761,5757.27,109518.27
Ethiopia,ETH,2021-02-15,106520,5771.52,112291.52
Ethiopia,ETH,2021-03-15,121244,6028.65,127272.65
Ethiopia,ETH,2021-04-15,124492,6719.73,131211.73
Ethiopia,ETH,2021-05-15,118201,7319.96,125520.96
Ethiopia,ETH,2021-06-15,120770,7816.52,128586.52
Ethiopia,ETH,2021-07-15,130454,7210.99,137664.98
Ethiopia,ETH,2021-08-15,128156,5260.89,133416.89
Ethiopia,ETH,2021-09-15,121376,4496.45,125872.45
Ethiopia,ETH,2021-10-15,132249,6484.02,138733.02
Ethiopia,ETH,2021-11-15,131297,5437.21,136734.2
Ethiopia,ETH,2021-12-15,133104,6010.52,139114.52
Ethiopia,ETH,2022-01-15,121485,7967.75,129452.75
Ethiopia,ETH,2022-02-15,102160,7538.56,109698.56
Ethiopia,ETH,2022-03-15,119582,9140.16,128722.16
Ethiopia,ETH,2022-04-15,127331,8397.59,135728.6
Ethiopia,ETH,2022-05-15,130302,9648.23,139950.23
Ethiopia,ETH,2022-06-15,138859,7388.79,146247.8
Ethiopia,ETH,2022-07-15,155818,9527.47,165345.47
Ethiopia,ETH,2022-08-15,160896,9817.56,170713.56
Ethiopia,ETH,2022-09-15,156130,9487.17,165617.17
Ethiopia,ETH,2022-10-15,158449,9573.22,168022.22
Ethiopia,ETH,2022-11-15,156483,9062.73,165545.73
Ethiopia,ETH,2022-12-15,169914,9671.78,179585.78
Ethiopia,ETH,2023-01-15,164495,10541.7,175036.7
Ethiopia,ETH,2023-02-15,144950,10044,154994
Ethiopia,ETH,2023-03-15,171180,11168.7,182348.7
Europe,,2019-01-15,12490574,2109105,14599679
Europe,,2019-02-15,11321693,1922841.2,13244534
Europe,,2019-03-15,11868787,1944561.2,13813348
Europe,,2019-04-15,13995883,2205892,16201775
Europe,,2019-05-15,15191708,2331126.5,17522834
Europe,,2019-06-15,16052962,2457189.2,18510152
Europe,,2019-07-15,17184440,2641435,19825876
Europe,,2019-08-15,17140056,2652636.8,19792692
Europe,,2019-09-15,15930790,2503175,18433964
Europe,,2019-10-15,15174806,2350033,17524840
Europe,,2019-11-15,12334146,2189255.5,14523402
Europe,,2019-12-15,12917924,2308596.5,15226520
Europe,,2020-01-15,12457946,2283947.8,14741894
Europe,,2020-02-15,11358222,2096232.2,13454454
Europe,,2020-03-15,7777331,1703057.5,9480388
Europe,,2020-04-15,1127711.8,377255.72,1504967.5
Europe,,2020-05-15,1579172.5,459348.44,2038521
Europe,,2020-06-15,2065643.1,962953.9,3028597
Europe,,2020-07-15,4367305,1899149.2,6266454
Europe,,2020-08-15,5837159.5,2337484,8174643.5
Europe,,2020-09-15,4997439,2031210.5,7028649.5
Europe,,2020-10-15,4602618,2053760.9,6656379
Europe,,2020-11-15,3605824.2,1530566,5136390
Europe,,2020-12-15,3975199,1740841.1,5716040
Europe,,2021-01-15,3375987.2,1674864.1,5050851.5
Europe,,2021-02-15,2809377,1361490.5,4170867.5
Europe,,2021-03-15,3402326.5,1564092.5,4966419
Europe,,2021-04-15,3693726.2,1799040.5,5492767
Europe,,2021-05-15,4257728,2207463.5,6465191.5
Europe,,2021-06-15,5594397.5,2797953,8392350
Europe,,2021-07-15,8146696,3280895.5,11427592
Europe,,2021-08-15,9010972,3287431.5,12298404
Europe,,2021-09-15,8755608,2940853.2,11696461
Europe,,2021-10-15,9070672,2662214.2,11732886
Europe,,2021-11-15,7922151.5,2441341.2,10363493
Europe,,2021-12-15,8513343,2656428,11169771
Europe,,2022-01-15,7615863,2519707.5,10135570
Europe,,2022-02-15,6917218.5,2236228.5,9153447
Europe,,2022-03-15,8461578,2625318,11086896
Europe,,2022-04-15,10087446,2760881.2,12848327
Europe,,2022-05-15,11386916,3115932.5,14502848
Europe,,2022-06-15,11601918,3235006,14836924
Europe,,2022-07-15,13285748,3685823,16971572
Europe,,2022-08-15,13258408,3695189,16953596
Europe,,2022-09-15,12387388,3425269,15812657
Europe,,2022-10-15,12076581,3181343,15257924
Europe,,2022-11-15,9603520,2660936.5,12264456
Europe,,2022-12-15,10013114,2674406.5,12687520
Europe,,2023-01-15,9704225,2612547.2,12316772
Europe,,2023-02-15,8896480,2402549.8,11299030
Europe,,2023-03-15,10338893,2760145,13099038
Fiji,FJI,2019-01-15,36152.7,1042.48,37195.18
Fiji,FJI,2019-02-15,27712.9,13269.9,40982.8
Fiji,FJI,2019-03-15,28309.1,15923.9,44233
Fiji,FJI,2019-04-15,37252.2,16957.4,54209.6
Fiji,FJI,2019-05-15,34068.3,17327,51395.3
Fiji,FJI,2019-06-15,35850.5,17248.1,53098.6
Fiji,FJI,2019-07-15,40931.6,17605.6,58537.203
Fiji,FJI,2019-08-15,38291,17457,55748
Fiji,FJI,2019-09-15,35271.4,17178.9,52450.297
Fiji,FJI,2019-10-15,33851.3,17802.4,51653.703
Fiji,FJI,2019-11-15,29207.9,16722.6,45930.5
Fiji,FJI,2019-12-15,33724.1,17478.9,51203
Fiji,FJI,2020-01-15,33650.1,17967.2,51617.3
Fiji,FJI,2020-02-15,25076.9,13435.1,38512
Fiji,FJI,2020-03-15,17930.7,12561.1,30491.799
Fiji,FJI,2020-04-15,2151.27,435.656,2586.926
Fiji,FJI,2020-05-15,4120.13,6560.38,10680.51
Fiji,FJI,2020-06-15,3990.34,10245.1,14235.439
Fiji,FJI,2020-07-15,3593.46,5058.69,8652.15
Fiji,FJI,2020-08-15,4297.59,2124.05,6421.6396
Fiji,FJI,2020-09-15,4299.2,8807.21,13106.41
Fiji,FJI,2020-10-15,4586.07,32512.3,37098.37
Fiji,FJI,2020-11-15,4911.24,20518.4,25429.64
Fiji,FJI,2020-12-15,4929.81,18755.1,23684.91
Fiji,FJI,2021-01-15,5335.85,16931.6,22267.45
Fiji,FJI,2021-02-15,5812.32,14971,20783.32
Fiji,FJI,2021-03-15,5667.16,14163.7,19830.86
Fiji,FJI,2021-04-15,6199.08,14984.1,21183.18
Fiji,FJI,2021-05-15,5294.61,2569.94,7864.55
Fiji,FJI,2021-06-15,5828.83,37.3731,5866.203
Fiji,FJI,2021-07-15,5946.34,60.2077,6006.5474
Fiji,FJI,2021-08-15,5457.04,1295.8,6752.84
Fiji,FJI,2021-09-15,5521.41,3901.09,9422.5
Fiji,FJI,2021-10-15,7739.88,1925.8,9665.68
Fiji,FJI,2021-11-15,8571.08,6327.27,14898.35
Fiji,FJI,2021-12-15,19149.3,26019,45168.3
Fiji,FJI,2022-01-15,17957.2,14215.5,32172.7
Fiji,FJI,2022-02-15,12050.3,15200.6,27250.898
Fiji,FJI,2022-03-15,14094.6,18359.8,32454.4
Fiji,FJI,2022-04-15,21418.1,37210.2,58628.297
Fiji,FJI,2022-05-15,20231.6,27113.3,47344.9
Fiji,FJI,2022-06-15,8602.6,24665.8,33268.4
Fiji,FJI,2022-07-15,27908.9,43737.8,71646.7
Fiji,FJI,2022-08-15,26994.9,31492.7,58487.6
Fiji,FJI,2022-09-15,26629.1,39846.5,66475.6
Fiji,FJI,2022-10-15,26341.7,45203.5,71545.2
Fiji,FJI,2022-11-15,25600.6,29982.7,55583.297
Fiji,FJI,2022-12-15,31304.1,30823.1,62127.2
Fiji,FJI,2023-01-15,32471.8,19731.2,52203
Fiji,FJI,2023-02-15,24465.9,18133.4,42599.3
Fiji,FJI,2023-03-15,28249.3,29641.8,57891.1
Finland,FIN,2019-01-15,179331,20872,200203
Finland,FIN,2019-02-15,163171,19793.5,182964.5
Finland,FIN,2019-03-15,168669,19480.6,188149.6
Finland,FIN,2019-04-15,184662,13637.8,198299.8
Finland,FIN,2019-05-15,198055,10786.9,208841.9
Finland,FIN,2019-06-15,195655,8229.54,203884.55
Finland,FIN,2019-07-15,205893,7793.8,213686.8
Finland,FIN,2019-08-15,203068,11489.9,214557.9
Finland,FIN,2019-09-15,195023,13319.7,208342.7
Finland,FIN,2019-10-15,200019,14574.2,214593.2
Finland,FIN,2019-11-15,181408,17698.1,199106.1
Finland,FIN,2019-12-15,200251,26221.5,226472.5
Finland,FIN,2020-01-15,199257,25875,225132
Finland,FIN,2020-02-15,163919,23819.1,187738.1
Finland,FIN,2020-03-15,112088,16562.8,128650.8
Finland,FIN,2020-04-15,17633.7,959.717,18593.416
Finland,FIN,2020-05-15,25956.1,1461.58,27417.68
Finland,FIN,2020-06-15,28692.7,1698.66,30391.36
Finland,FIN,2020-07-15,38752.3,2678.6,41430.902
Finland,FIN,2020-08-15,41068.3,4785.9,45854.2
Finland,FIN,2020-09-15,33400.3,4958.35,38358.652
Finland,FIN,2020-10-15,35814.9,9632.28,45447.18
Finland,FIN,2020-11-15,40102.1,10671.8,50773.902
Finland,FIN,2020-12-15,41225.5,11383.1,52608.6
Finland,FIN,2021-01-15,36102.4,11678.1,47780.5
Finland,FIN,2021-02-15,33906.9,12291.8,46198.7
Finland,FIN,2021-03-15,44158.2,12878.7,57036.9
Finland,FIN,2021-04-15,41334,11249.5,52583.5
Finland,FIN,2021-05-15,39680.5,9272.13,48952.63
Finland,FIN,2021-06-15,44636.3,10017.7,54654
Finland,FIN,2021-07-15,55849.1,10821.2,66670.305
Finland,FIN,2021-08-15,64521.2,12805.5,77326.7
Finland,FIN,2021-09-15,73536.8,15748.7,89285.5
Finland,FIN,2021-10-15,89548.9,11850.1,101399
Finland,FIN,2021-11-15,93899.6,16387,110286.6
Finland,FIN,2021-12-15,125223,21281.5,146504.5
Finland,FIN,2022-01-15,112868,19631.3,132499.3
Finland,FIN,2022-02-15,99143.8,17433.6,116577.4
Finland,FIN,2022-03-15,101932,21344.5,123276.5
Finland,FIN,2022-04-15,109455,15517.6,124972.6
Finland,FIN,2022-05-15,117790,16486.1,134276.1
Finland,FIN,2022-06-15,104212,14415.1,118627.1
Finland,FIN,2022-07-15,126135,12499.9,138634.9
Finland,FIN,2022-08-15,123785,14338.9,138123.9
Finland,FIN,2022-09-15,122335,15788,138123
Finland,FIN,2022-10-15,129089,15394.6,144483.6
Finland,FIN,2022-11-15,119059,22736.6,141795.6
Finland,FIN,2022-12-15,141915,29659.6,171574.6
Finland,FIN,2023-01-15,134049,27962.5,162011.5
Finland,FIN,2023-02-15,121480,27214.3,148694.3
Finland,FIN,2023-03-15,134947,30246.7,165193.7
France,FRA,2019-01-15,1426280,427599,1853879
France,FRA,2019-02-15,1256840,379570,1636410
France,FRA,2019-03-15,1314320,380906,1695226
France,FRA,2019-04-15,1511020,432204,1943224
France,FRA,2019-05-15,1576580,397029,1973609
France,FRA,2019-06-15,1654600,411926,2066526
France,FRA,2019-07-15,1770520,488932,2259452
France,FRA,2019-08-15,1765480,472139,2237619
France,FRA,2019-09-15,1603410,409962,2013372
France,FRA,2019-10-15,1543370,425246,1968616
France,FRA,2019-11-15,1305640,436268,1741908
France,FRA,2019-12-15,1403010,498766,1901776
France,FRA,2020-01-15,1335470,500203,1835673
France,FRA,2020-02-15,1201320,450671,1651991
France,FRA,2020-03-15,810848,326361,1137209
France,FRA,2020-04-15,109791,30759.5,140550.5
France,FRA,2020-05-15,181884,68706.9,250590.9
France,FRA,2020-06-15,265590,153841,419431
France,FRA,2020-07-15,493122,320440,813562
France,FRA,2020-08-15,647278,409416,1056694
France,FRA,2020-09-15,583352,342681,926033
France,FRA,2020-10-15,577726,438968,1016694
France,FRA,2020-11-15,470036,289991,760027
France,FRA,2020-12-15,531728,407818,939546
France,FRA,2021-01-15,460778,432970,893748
France,FRA,2021-02-15,389903,306623,696526
France,FRA,2021-03-15,436235,270208,706443
France,FRA,2021-04-15,430513,286111,716624
France,FRA,2021-05-15,479751,344688,824439
France,FRA,2021-06-15,601992,455321,1057313
France,FRA,2021-07-15,901477,639910,1541387
France,FRA,2021-08-15,956877,598369,1555246
France,FRA,2021-09-15,863663,448856,1312519
France,FRA,2021-10-15,884630,459076,1343706
France,FRA,2021-11-15,869431,460955,1330386
France,FRA,2021-12-15,909487,675028,1584515
France,FRA,2022-01-15,809578,644505,1454083
France,FRA,2022-02-15,774530,575253,1349783
France,FRA,2022-03-15,951782,694491,1646273
France,FRA,2022-04-15,1053550,713220,1766770
France,FRA,2022-05-15,1176430,722673,1899103
France,FRA,2022-06-15,1098340,604960,1703300
France,FRA,2022-07-15,1387240,888576,2275816
France,FRA,2022-08-15,1382980,838107,2221087
France,FRA,2022-09-15,1252990,760373,2013363
France,FRA,2022-10-15,1247020,800479,2047499
France,FRA,2022-11-15,1071010,713302,1784312
France,FRA,2022-12-15,1162180,764384,1926564
France,FRA,2023-01-15,1094750,715721,1810471
France,FRA,2023-02-15,1024440,651007,1675447
France,FRA,2023-03-15,1134830,706920,1841750
Gabon,GAB,2019-01-15,8086.17,,
Gabon,GAB,2019-02-15,7916.79,,
Gabon,GAB,2019-03-15,8075.89,,
Gabon,GAB,2019-04-15,8193.45,,
Gabon,GAB,2019-05-15,8138.86,,
Gabon,GAB,2019-06-15,8490.97,,
Gabon,GAB,2019-07-15,10334.6,,
Gabon,GAB,2019-08-15,11627.1,,
Gabon,GAB,2019-09-15,10283.6,,
Gabon,GAB,2019-10-15,11055,,
Gabon,GAB,2019-11-15,10561.2,106.212,10667.412
Gabon,GAB,2019-12-15,11830,,
Gabon,GAB,2020-01-15,10568.7,,
Gabon,GAB,2020-02-15,10255.6,,
Gabon,GAB,2020-03-15,7137.21,,
Gabon,GAB,2020-04-15,1557.96,,
Gabon,GAB,2020-05-15,1432.64,,
Gabon,GAB,2020-06-15,1179.99,,
Gabon,GAB,2020-07-15,2778.66,,
Gabon,GAB,2020-08-15,3659.94,,
Gabon,GAB,2020-09-15,4220.95,,
Gabon,GAB,2020-10-15,4665.49,229.744,4895.2344
Gabon,GAB,2020-11-15,5996.58,229.744,6226.324
Gabon,GAB,2020-12-15,5280.71,337.859,5618.569
Gabon,GAB,2021-01-15,4967.38,312.761,5280.1406
Gabon,GAB,2021-02-15,4834.37,515.987,5350.357
Gabon,GAB,2021-03-15,4497.5,690.198,5187.698
Gabon,GAB,2021-04-15,4267.12,965.411,5232.5312
Gabon,GAB,2021-05-15,3736.74,929.403,4666.143
Gabon,GAB,2021-06-15,3342.3,629.269,3971.569
Gabon,GAB,2021-07-15,4061.87,853.537,4915.407
Gabon,GAB,2021-08-15,4873.85,148.658,5022.5083
Gabon,GAB,2021-09-15,4949.47,208.666,5158.136
Gabon,GAB,2021-10-15,4647.37,585.897,5233.267
Gabon,GAB,2021-11-15,5018.38,501.796,5520.176
Gabon,GAB,2021-12-15,7315.7,346.89,7662.5903
Gabon,GAB,2022-01-15,5962.49,548.481,6510.971
Gabon,GAB,2022-02-15,7346.14,114.098,7460.2383
Gabon,GAB,2022-03-15,7247.52,497.794,7745.314
Gabon,GAB,2022-04-15,7002.54,667.27,7669.81
Gabon,GAB,2022-05-15,7452.56,807.081,8259.641
Gabon,GAB,2022-06-15,5832.41,930.691,6763.101
Gabon,GAB,2022-07-15,9393.6,1092.03,10485.63
Gabon,GAB,2022-08-15,8837.49,1286.34,10123.83
Gabon,GAB,2022-09-15,8162.21,1564.15,9726.36
Gabon,GAB,2022-10-15,9311.31,1429.3,10740.609
Gabon,GAB,2022-11-15,7931.25,994.743,8925.993
Gabon,GAB,2022-12-15,8954.42,1884.02,10838.439
Gabon,GAB,2023-01-15,8536.78,1589.01,10125.79
Gabon,GAB,2023-02-15,7124.32,1352.58,8476.899
Gabon,GAB,2023-03-15,8225.77,1327.49,9553.26
Georgia,GEO,2019-01-15,26892.9,8.51827,26901.418
Georgia,GEO,2019-02-15,24115.2,6.30516,24121.504
Georgia,GEO,2019-03-15,25875.3,4.25913,25879.56
Georgia,GEO,2019-04-15,31855.2,42.4823,31897.682
Georgia,GEO,2019-05-15,33348.7,7.70323,33356.402
Georgia,GEO,2019-06-15,39683.6,3.12124,39686.723
Georgia,GEO,2019-07-15,36397.5,187.209,36584.71
Georgia,GEO,2019-08-15,35057.4,119.083,35176.48
Georgia,GEO,2019-09-15,31729.1,86.2363,31815.336
Georgia,GEO,2019-10-15,29132.8,19.1661,29151.967
Georgia,GEO,2019-11-15,23957,6.3887,23963.389
Georgia,GEO,2019-12-15,25540.9,9.23826,25550.139
Georgia,GEO,2020-01-15,24657.5,10.6478,24668.148
Georgia,GEO,2020-02-15,22445,5.52248,22450.523
Georgia,GEO,2020-03-15,12655,13.0783,12668.078
Georgia,GEO,2020-04-15,2178.89,17.187,2196.077
Georgia,GEO,2020-05-15,3026.9,10.6478,3037.5476
Georgia,GEO,2020-06-15,3067.53,8.51827,3076.0483
Georgia,GEO,2020-07-15,3753.21,9.03416,3762.2441
Georgia,GEO,2020-08-15,3160.55,10.1045,3170.6545
Georgia,GEO,2020-09-15,4508.44,2.12957,4510.5693
Georgia,GEO,2020-10-15,4330.02,7.97491,4337.995
Georgia,GEO,2020-11-15,4575.77,17.9843,4593.7544
Georgia,GEO,2020-12-15,4898.01,14.8631,4912.873
Georgia,GEO,2021-01-15,3692.37,11.1166,3703.4868
Georgia,GEO,2021-02-15,5429.38,,
Georgia,GEO,2021-03-15,8146.54,28.8822,8175.4224
Georgia,GEO,2021-04-15,11137.6,9.76712,11147.367
Georgia,GEO,2021-05-15,16399.6,18.661,16418.26
Georgia,GEO,2021-06-15,21954.6,21.937,21976.537
Georgia,GEO,2021-07-15,32674.4,40.9777,32715.379
Georgia,GEO,2021-08-15,32394.6,31.93,32426.53
Georgia,GEO,2021-09-15,28143.1,22.7344,28165.834
Georgia,GEO,2021-10-15,27159.7,39.2884,27198.988
Georgia,GEO,2021-11-15,21743.4,22.7696,21766.17
Georgia,GEO,2021-12-15,23084.4,,
Georgia,GEO,2022-01-15,20701.8,4.25913,20706.06
Georgia,GEO,2022-02-15,17725.2,,
Georgia,GEO,2022-03-15,22784.7,8.32873,22793.027
Georgia,GEO,2022-04-15,21913,22.4947,21935.494
Georgia,GEO,2022-05-15,27779.1,12.7774,27791.877
Georgia,GEO,2022-06-15,26566.2,57.3707,26623.57
Georgia,GEO,2022-07-15,37638.8,14.4891,37653.29
Georgia,GEO,2022-08-15,39773.6,10.6478,39784.25
Georgia,GEO,2022-09-15,34945.4,26.2448,34971.645
Georgia,GEO,2022-10-15,30919.3,6.3887,30925.69
Georgia,GEO,2022-11-15,24119.7,6.3887,24126.088
Georgia,GEO,2022-12-15,27763.7,7.74216,27771.441
Georgia,GEO,2023-01-15,25864.2,14.6353,25878.834
Georgia,GEO,2023-02-15,23119.2,,
Georgia,GEO,2023-03-15,26542,15.4388,26557.44
Germany,DEU,2019-01-15,1894110,136526,2030636
Germany,DEU,2019-02-15,1711300,139048,1850348
Germany,DEU,2019-03-15,1770230,130874,1901104
Germany,DEU,2019-04-15,2031440,133808,2165248
Germany,DEU,2019-05-15,2144880,149973,2294853
Germany,DEU,2019-06-15,2195820,137250,2333070
Germany,DEU,2019-07-15,2306380,139227,2445607
Germany,DEU,2019-08-15,2303350,130229,2433579
Germany,DEU,2019-09-15,2234120,149575,2383695
Germany,DEU,2019-10-15,2244800,152516,2397316
Germany,DEU,2019-11-15,1825410,139280,1964690
Germany,DEU,2019-12-15,1842980,134586,1977566
Germany,DEU,2020-01-15,1810550,139505,1950055
Germany,DEU,2020-02-15,1663290,128577,1791867
Germany,DEU,2020-03-15,1126010,76664.3,1202674.2
Germany,DEU,2020-04-15,214469,9989.68,224458.69
Germany,DEU,2020-05-15,268212,12228.7,280440.7
Germany,DEU,2020-06-15,320055,25273.6,345328.6
Germany,DEU,2020-07-15,579451,47146.4,626597.4
Germany,DEU,2020-08-15,715387,51575.6,766962.6
Germany,DEU,2020-09-15,645566,58963.8,704529.8
Germany,DEU,2020-10-15,636219,89542.3,725761.3
Germany,DEU,2020-11-15,513802,55051.6,568853.6
Germany,DEU,2020-12-15,540533,49760.3,590293.3
Germany,DEU,2021-01-15,503239,41138.2,544377.2
Germany,DEU,2021-02-15,426106,49381.4,475487.4
Germany,DEU,2021-03-15,535843,63860.6,599703.6
Germany,DEU,2021-04-15,591123,68540.1,659663.1
Germany,DEU,2021-05-15,667862,72221.9,740083.9
Germany,DEU,2021-06-15,800942,83542,884484
Germany,DEU,2021-07-15,1109940,98365.2,1208305.2
Germany,DEU,2021-08-15,1204880,91642.4,1296522.4
Germany,DEU,2021-09-15,1213350,112517,1325867
Germany,DEU,2021-10-15,1296880,117418,1414298
Germany,DEU,2021-11-15,1140630,103719,1244349
Germany,DEU,2021-12-15,1183620,84024.6,1267644.6
Germany,DEU,2022-01-15,1068710,74962.8,1143672.8
Germany,DEU,2022-02-15,934636,85836.7,1020472.7
Germany,DEU,2022-03-15,1203910,119424,1323334
Germany,DEU,2022-04-15,1449470,125279,1574749
Germany,DEU,2022-05-15,1587050,147862,1734912
Germany,DEU,2022-06-15,1497900,126493,1624393
Germany,DEU,2022-07-15,1716590,116677,1833267
Germany,DEU,2022-08-15,1739020,122234,1861254
Germany,DEU,2022-09-15,1664130,126589,1790719
Germany,DEU,2022-10-15,1689810,135346,1825156
Germany,DEU,2022-11-15,1349530,126961,1476491
Germany,DEU,2022-12-15,1346260,97714.9,1443974.9
Germany,DEU,2023-01-15,1309810,98996.5,1408806.5
Germany,DEU,2023-02-15,1170230,114371,1284601
Germany,DEU,2023-03-15,1379160,145719,1524879
Ghana,GHA,2019-01-15,47294.1,13.5309,47307.633
Ghana,GHA,2019-02-15,41415.4,,
Ghana,GHA,2019-03-15,42800.5,,
Ghana,GHA,2019-04-15,45115.6,22.5632,45138.164
Ghana,GHA,2019-05-15,45998.5,,
Ghana,GHA,2019-06-15,47530.2,9.01761,47539.22
Ghana,GHA,2019-07-15,50972.6,,
Ghana,GHA,2019-08-15,49441.5,,
Ghana,GHA,2019-09-15,48573.5,,
Ghana,GHA,2019-10-15,48911.4,,
Ghana,GHA,2019-11-15,46911.9,,
Ghana,GHA,2019-12-15,52736.7,,
Ghana,GHA,2020-01-15,50983.3,,
Ghana,GHA,2020-02-15,46144.3,,
Ghana,GHA,2020-03-15,33208.8,,
Ghana,GHA,2020-04-15,2935.08,,
Ghana,GHA,2020-05-15,5386.97,,
Ghana,GHA,2020-06-15,7685.81,,
Ghana,GHA,2020-07-15,11592,,
Ghana,GHA,2020-08-15,11097.3,,
Ghana,GHA,2020-09-15,21904.1,,
Ghana,GHA,2020-10-15,25414.8,102.987,25517.787
Ghana,GHA,2020-11-15,27726.3,244.287,27970.588
Ghana,GHA,2020-12-15,30155.7,232.006,30387.705
Ghana,GHA,2021-01-15,28913.6,266.385,29179.984
Ghana,GHA,2021-02-15,26908.6,323.854,27232.453
Ghana,GHA,2021-03-15,29712.6,389.206,30101.805
Ghana,GHA,2021-04-15,30257.5,90.7068,30348.207
Ghana,GHA,2021-05-15,33419.2,482.761,33901.96
Ghana,GHA,2021-06-15,35002,346.682,35348.684
Ghana,GHA,2021-07-15,37831.7,619.077,38450.777
Ghana,GHA,2021-08-15,39675.6,39.5917,39715.19
Ghana,GHA,2021-09-15,42688.2,32.8485,42721.047
Ghana,GHA,2021-10-15,42919.3,787.914,43707.215
