Entity,Code,Year,Per capita CO₂ emissions from domestic aviation
Vietnam,VNM,2020,27.640728
Vietnam,VNM,2021,15.629845
World,OWID_WRL,2015,3169.9482
World,OWID_WRL,2016,3300.2466
World,OWID_WRL,2017,3484.6707
World,OWID_WRL,2018,3455.872
World,OWID_WRL,2019,3400.079
World,OWID_WRL,2020,5119.1445
World,OWID_WRL,2021,15393.353
Yemen,YEM,2015,1.0723358
Yemen,YEM,2016,0.5689369
Yemen,YEM,2017,0.092445694
Yemen,YEM,2018,0.00065512466
Zambia,ZMB,2015,0.8136431
Zambia,ZMB,2016,0.4842509
Zambia,ZMB,2017,0.50372356
Zambia,ZMB,2018,0.59947073
Zambia,ZMB,2019,0.0013476852
Zambia,ZMB,2021,0.013564382
Zimbabwe,ZWE,2015,1.4818586
Zimbabwe,ZWE,2016,1.5042881
Zimbabwe,ZWE,2017,1.4544022
Zimbabwe,ZWE,2018,1.7891691
Zimbabwe,ZWE,2019,0.044524033
Zimbabwe,ZWE,2020,0.020238405
Zimbabwe,ZWE,2021,0.30097494
