Entity,Code,Day,Monthly CO₂ emissions from domestic aviation,Monthly CO₂ emissions from international aviation
Afghanistan,AFG,2019-01-15,2098.05,10805.4
Afghanistan,AFG,2019-02-15,2979.15,10430.7
Afghanistan,AFG,2019-03-15,1964.36,12223.3
Afghanistan,AFG,2019-04-15,3614.57,14301.5
Afghanistan,AFG,2019-05-15,3009.41,13695.1
Afghanistan,AFG,2019-06-15,1901.39,11645.4
Afghanistan,AFG,2019-07-15,835.966,15923.6
Afghanistan,AFG,2019-08-15,587.448,13764.9
Afghanistan,AFG,2019-09-15,247.246,15367.4
Afghanistan,AFG,2019-10-15,547.405,13787.4
Afghanistan,AFG,2019-11-15,25.0257,12585.8
Afghanistan,AFG,2019-12-15,37.8337,13493
Afghanistan,AFG,2020-01-15,70.5439,13383.1
Afghanistan,AFG,2020-02-15,11.6808,13038.1
Afghanistan,AFG,2020-03-15,245.382,8949.07
Afghanistan,AFG,2020-04-15,200.361,708.468
Afghanistan,AFG,2020-05-15,86.4354,898.473
Afghanistan,AFG,2020-06-15,243.416,1769.47
Afghanistan,AFG,2020-07-15,792.061,4687.61
Afghanistan,AFG,2020-08-15,1107.38,4963.21
Afghanistan,AFG,2020-09-15,1095.39,7840.74
Afghanistan,AFG,2020-10-15,1384.85,6575.67
Afghanistan,AFG,2020-11-15,1157.79,6863.51
Afghanistan,AFG,2020-12-15,711.929,5873.22
Afghanistan,AFG,2021-01-15,555.006,7141.24
Afghanistan,AFG,2021-02-15,617.532,7467.49
Afghanistan,AFG,2021-03-15,752.811,9723.9
Afghanistan,AFG,2021-04-15,542.169,8555.69
Afghanistan,AFG,2021-05-15,734.51,8677.99
Afghanistan,AFG,2021-06-15,414.579,9166.1
Afghanistan,AFG,2021-07-15,347.893,8020.38
Afghanistan,AFG,2021-08-15,40.2122,4015.52
Afghanistan,AFG,2021-12-15,14.2943,1477.32
Afghanistan,AFG,2022-06-15,11.3745,2065.38
Afghanistan,AFG,2022-07-15,18.7106,3553.56
Afghanistan,AFG,2022-08-15,44.7373,3703.31
Afghanistan,AFG,2022-09-15,5.53703,3676.36
Afghanistan,AFG,2022-10-15,22.6319,3717.18
Afghanistan,AFG,2022-11-15,20.9156,3439.2
Afghanistan,AFG,2022-12-15,35.1141,4159.41
Afghanistan,AFG,2023-01-15,24.9573,3998.89
Afghanistan,AFG,2023-02-15,87.4304,2781.69
Afghanistan,AFG,2023-03-15,51.0908,3222.12
Afghanistan,AFG,2021-09-15,,8.08642
Afghanistan,AFG,2021-10-15,,57.2185
Afghanistan,AFG,2021-11-15,,1152.58
Afghanistan,AFG,2022-01-15,,928.301
Afghanistan,AFG,2022-02-15,,1195.97
Afghanistan,AFG,2022-03-15,,2106.53
Afghanistan,AFG,2022-04-15,,2488.32
Afghanistan,AFG,2022-05-15,,3186.3
Africa,,2019-01-15,167718.73,1901615.4
Africa,,2019-02-15,161181.28,1655850.5
Africa,,2019-03-15,191738.9,1695219.1
Africa,,2019-04-15,216940.8,1756937
Africa,,2019-05-15,208806.28,1769861.9
Africa,,2019-06-15,215481.38,1854768.8
Africa,,2019-07-15,217056.3,2059260.2
Africa,,2019-08-15,229014.47,2100430.5
Africa,,2019-09-15,230122.33,1891962
Africa,,2019-10-15,242524.25,1852903.8
Africa,,2019-11-15,226981.19,1797725
Africa,,2019-12-15,243297.31,2033093.2
Africa,,2020-01-15,238635.89,1975711.9
Africa,,2020-02-15,227754.97,1745153.8
Africa,,2020-03-15,176283.98,1193672.8
Africa,,2020-04-15,10404.043,141281
Africa,,2020-05-15,7773.376,181272.17
Africa,,2020-06-15,16616.838,248859.48
Africa,,2020-07-15,40082.934,372127.2
Africa,,2020-08-15,56157.78,475182.97
Africa,,2020-09-15,69999.516,537855.25
Africa,,2020-10-15,174667.56,670137.8
Africa,,2020-11-15,212148.95,713013.8
Africa,,2020-12-15,245627.72,838325.1
Africa,,2021-01-15,163781.53,786998.9
Africa,,2021-02-15,143170,680746.9
Africa,,2021-03-15,201464.45,758811.94
Africa,,2021-04-15,228463.58,760528.1
Africa,,2021-05-15,246228.66,781908.7
Africa,,2021-06-15,235404.1,877110.25
Africa,,2021-07-15,232553.38,1054513.6
Africa,,2021-08-15,279494.25,1090111.2
Africa,,2021-09-15,287702.88,1042056.3
Africa,,2021-10-15,328379.62,1134111
Africa,,2021-11-15,347865.2,1187165
Africa,,2021-12-15,370430.7,1164728.2
Africa,,2022-01-15,356508.47,1096699.5
Africa,,2022-02-15,330600.7,1076585.2
Africa,,2022-03-15,389040.84,1289735.9
Africa,,2022-04-15,406263.06,1326438.6
Africa,,2022-05-15,374760.38,1410093.8
Africa,,2022-06-15,438370.88,1459281.6
Africa,,2022-07-15,389684.84,1668750.2
Africa,,2022-08-15,401354.03,1660207.5
Africa,,2022-09-15,352403.44,1535610.9
Africa,,2022-10-15,386315.84,1566145.2
Africa,,2022-11-15,363577.16,1504942.4
Africa,,2022-12-15,365442.4,1657529.6
Africa,,2023-01-15,340584.8,1641656.8
Africa,,2023-02-15,343213,1449593.4
Africa,,2023-03-15,399199.9,1647677
Albania,ALB,2019-01-15,,10188.8
Albania,ALB,2019-02-15,,8421.04
Albania,ALB,2019-03-15,,8339.57
Albania,ALB,2019-04-15,,10895.3
Albania,ALB,2019-05-15,,12169.6
Albania,ALB,2019-06-15,,13376
Albania,ALB,2019-07-15,,15727.6
Albania,ALB,2019-08-15,,16842.6
Albania,ALB,2019-09-15,,13523.8
Albania,ALB,2019-10-15,,11035.4
Albania,ALB,2019-11-15,,10287.8
Albania,ALB,2019-12-15,,11734.7
Albania,ALB,2020-01-15,,11150.2
Albania,ALB,2020-02-15,,9836.78
Albania,ALB,2020-03-15,,4843.19
Albania,ALB,2020-04-15,,404.007
Albania,ALB,2020-05-15,,657.683
Albania,ALB,2020-06-15,,1819.85
Albania,ALB,2020-07-15,,10967.1
Albania,ALB,2020-08-15,,12736.1
Albania,ALB,2020-09-15,,8019.61
Albania,ALB,2020-10-15,,6101.24
Albania,ALB,2020-11-15,,3820.97
Albania,ALB,2020-12-15,,3923.7
Albania,ALB,2021-01-15,,3410.08
Albania,ALB,2021-02-15,,3111.88
Albania,ALB,2021-03-15,,4429.57
Albania,ALB,2021-04-15,,4606.96
Albania,ALB,2021-05-15,,7724.57
Albania,ALB,2021-06-15,,12300.1
Albania,ALB,2021-07-15,,16989.1
Albania,ALB,2021-08-15,,20431.1
Albania,ALB,2021-09-15,,15354.9
Albania,ALB,2021-10-15,,8789.72
Albania,ALB,2021-11-15,,10112.4
Albania,ALB,2021-12-15,,13638.6
Albania,ALB,2022-01-15,,12554.2
Albania,ALB,2022-02-15,,6725.18
Albania,ALB,2022-03-15,,8932.42
Albania,ALB,2022-04-15,,14714.5
Albania,ALB,2022-05-15,,19695.9
Albania,ALB,2022-06-15,,19761.2
Albania,ALB,2022-07-15,,26778.8
Albania,ALB,2022-08-15,,29467.5
Albania,ALB,2022-09-15,,25570.6
Albania,ALB,2022-10-15,,21582.7
Albania,ALB,2022-11-15,,17389.2
Albania,ALB,2022-12-15,,18436.7
Albania,ALB,2023-01-15,,18382.6
Albania,ALB,2023-02-15,,15029.4
Albania,ALB,2023-03-15,,17726.3
Algeria,DZA,2019-01-15,6735.63,69076.2
Algeria,DZA,2019-02-15,7513.56,61479.4
Algeria,DZA,2019-03-15,8310.52,71230.8
Algeria,DZA,2019-04-15,7195.05,68758.6
Algeria,DZA,2019-05-15,7163.12,71595.3
Algeria,DZA,2019-06-15,8033.99,71630.2
Algeria,DZA,2019-07-15,8713.17,82777.3
Algeria,DZA,2019-08-15,8231.52,85066.5
Algeria,DZA,2019-09-15,7199.92,65060.2
Algeria,DZA,2019-10-15,7883.49,55761
Algeria,DZA,2019-11-15,8057.38,59080.6
Algeria,DZA,2019-12-15,8815.95,74508.8
Algeria,DZA,2020-01-15,8279.1,63421.4
Algeria,DZA,2020-02-15,7946.36,55990.5
Algeria,DZA,2020-03-15,5392.34,30541.3
Algeria,DZA,2020-04-15,2.41455,1288.01
Algeria,DZA,2020-05-15,16.4744,1644.77
Algeria,DZA,2020-06-15,28.205,2162.87
Algeria,DZA,2020-07-15,82.4207,3116.08
Algeria,DZA,2020-08-15,50.2258,2587
Algeria,DZA,2020-09-15,16.124,1705.09
Algeria,DZA,2020-10-15,18.6631,1960.03
Algeria,DZA,2020-11-15,46.4533,1918.16
Algeria,DZA,2020-12-15,3235.69,2768.43
Algeria,DZA,2021-01-15,7713.2,5101.49
Algeria,DZA,2021-02-15,6651.95,5387.04
Algeria,DZA,2021-03-15,7489.87,4168.96
Algeria,DZA,2021-04-15,6164.78,3381
Algeria,DZA,2021-05-15,8197.51,3831.83
Algeria,DZA,2021-06-15,9221.22,5504.22
Algeria,DZA,2021-07-15,10241.3,5863.82
Algeria,DZA,2021-08-15,9188.83,7963.39
Algeria,DZA,2021-09-15,9410.34,12234.6
Algeria,DZA,2021-10-15,9641.16,13088.3
Algeria,DZA,2021-11-15,7411.69,15714.3
Algeria,DZA,2021-12-15,9411.86,17930.5
Algeria,DZA,2022-01-15,10530.1,17690.7
Algeria,DZA,2022-02-15,9235.48,16336.4
Algeria,DZA,2022-03-15,9728.94,18189.8
Algeria,DZA,2022-04-15,9875.4,27112.8
Algeria,DZA,2022-05-15,11923.9,34446.6
Algeria,DZA,2022-06-15,12579.8,35880.8
Algeria,DZA,2022-07-15,13161.2,55489.6
Algeria,DZA,2022-08-15,12506.8,54905.2
Algeria,DZA,2022-09-15,10396.4,50752.1
Algeria,DZA,2022-10-15,12143.5,53518
Algeria,DZA,2022-11-15,10305.9,49979.2
Algeria,DZA,2022-12-15,11829.9,57214.4
Algeria,DZA,2023-01-15,12349,57430.2
Algeria,DZA,2023-02-15,9675.45,56389.4
Algeria,DZA,2023-03-15,11173.3,65264.1
Angola,AGO,2019-01-15,6505.7,48060.6
Angola,AGO,2019-02-15,6279.54,42697.3
Angola,AGO,2019-03-15,5839.77,44385.2
Angola,AGO,2019-04-15,6074.9,44670
Angola,AGO,2019-05-15,6169.86,45073.3
Angola,AGO,2019-06-15,6064.15,44687.5
Angola,AGO,2019-07-15,6010.9,48090
Angola,AGO,2019-08-15,5958.68,47216.6
Angola,AGO,2019-09-15,6037.29,46457.6
Angola,AGO,2019-10-15,5534.71,43284.6
Angola,AGO,2019-11-15,5129.51,39869.5
Angola,AGO,2019-12-15,5331.17,43659.3
Angola,AGO,2020-01-15,5198.51,43902.1
Angola,AGO,2020-02-15,4630.46,38784.9
Angola,AGO,2020-03-15,4277.43,27152.1
Angola,AGO,2020-04-15,211.542,4881.54
Angola,AGO,2020-05-15,89.6437,4102.68
Angola,AGO,2020-06-15,51.728,5725.18
Angola,AGO,2020-07-15,76.2327,5943.96
Angola,AGO,2020-08-15,9.64361,6107.02
Angola,AGO,2020-09-15,182.194,6427.74
Angola,AGO,2020-10-15,475.532,8035.65
Angola,AGO,2020-11-15,304.112,9875.01
Angola,AGO,2020-12-15,467,12939.8
Angola,AGO,2021-01-15,564.645,11406.3
Angola,AGO,2021-02-15,500.988,8804.41
Angola,AGO,2021-03-15,792.511,10889
Angola,AGO,2021-04-15,651.549,10712.6
Angola,AGO,2021-05-15,905.241,10754.6
Angola,AGO,2021-06-15,899.159,11292.4
Angola,AGO,2021-07-15,571.367,9775.11
Angola,AGO,2021-08-15,427.579,8947.55
Angola,AGO,2021-09-15,720.424,11143.7
Angola,AGO,2021-10-15,1005.99,15100.1
Angola,AGO,2021-11-15,1090.75,17206.2
Angola,AGO,2021-12-15,1031.06,18898
Angola,AGO,2022-01-15,808.684,19948.2
Angola,AGO,2022-02-15,757.431,19908.9
Angola,AGO,2022-03-15,1911.96,24946.7
Angola,AGO,2022-04-15,1762.77,26851.9
Angola,AGO,2022-05-15,1998.53,27860.4
Angola,AGO,2022-06-15,744.4,27059.1
Angola,AGO,2022-07-15,1515.26,30554.5
Angola,AGO,2022-08-15,1341.42,29217.9
Angola,AGO,2022-09-15,624.951,29831.6
Angola,AGO,2022-10-15,454.189,27793.9
Angola,AGO,2022-11-15,377.744,30551.5
Angola,AGO,2022-12-15,426.13,33046.8
Angola,AGO,2023-01-15,394.802,32907.6
Angola,AGO,2023-02-15,459.701,29471.6
Angola,AGO,2023-03-15,348.114,33702.5
Antigua and Barbuda,ATG,2019-01-15,92.365,16063.2
Antigua and Barbuda,ATG,2019-07-15,1.15787,12345.7
Antigua and Barbuda,ATG,2019-10-15,0.803066,9747.04
Antigua and Barbuda,ATG,2021-12-15,171.294,15344.4
Antigua and Barbuda,ATG,2022-03-15,171.148,13520.2
Antigua and Barbuda,ATG,2022-07-15,342.589,11499
Antigua and Barbuda,ATG,2022-09-15,342.589,10281.7
Antigua and Barbuda,ATG,2022-10-15,171.294,11037.8
Antigua and Barbuda,ATG,2022-11-15,171.148,11252.8
Antigua and Barbuda,ATG,2023-01-15,17.5209,16126.7
Antigua and Barbuda,ATG,2023-03-15,180.73,9281.65
Antigua and Barbuda,ATG,2019-02-15,,14560.6
Antigua and Barbuda,ATG,2019-03-15,,14934.5
Antigua and Barbuda,ATG,2019-04-15,,13692.6
Antigua and Barbuda,ATG,2019-05-15,,12779.1
Antigua and Barbuda,ATG,2019-06-15,,12118
Antigua and Barbuda,ATG,2019-08-15,,12628.2
Antigua and Barbuda,ATG,2019-09-15,,8746.48
Antigua and Barbuda,ATG,2019-11-15,,14962
Antigua and Barbuda,ATG,2019-12-15,,16963.4
Antigua and Barbuda,ATG,2020-01-15,,18950.4
Antigua and Barbuda,ATG,2020-02-15,,16345.3
Antigua and Barbuda,ATG,2020-03-15,,14728
Antigua and Barbuda,ATG,2020-04-15,,323.97
Antigua and Barbuda,ATG,2020-05-15,,465.836
Antigua and Barbuda,ATG,2020-06-15,,1498.39
Antigua and Barbuda,ATG,2020-07-15,,1821.31
Antigua and Barbuda,ATG,2020-08-15,,3520.31
Antigua and Barbuda,ATG,2020-09-15,,2580.44
Antigua and Barbuda,ATG,2020-10-15,,5429.07
Antigua and Barbuda,ATG,2020-11-15,,4086.85
Antigua and Barbuda,ATG,2020-12-15,,10644
Antigua and Barbuda,ATG,2021-01-15,,11677.9
Antigua and Barbuda,ATG,2021-02-15,,7729.38
Antigua and Barbuda,ATG,2021-03-15,,7456.72
Antigua and Barbuda,ATG,2021-04-15,,6062.86
Antigua and Barbuda,ATG,2021-05-15,,6044.56
Antigua and Barbuda,ATG,2021-06-15,,6716.03
Antigua and Barbuda,ATG,2021-07-15,,10780.1
Antigua and Barbuda,ATG,2021-08-15,,11708.7
Antigua and Barbuda,ATG,2021-09-15,,8187.33
Antigua and Barbuda,ATG,2021-10-15,,10656.7
Antigua and Barbuda,ATG,2021-11-15,,11157.3
Antigua and Barbuda,ATG,2022-01-15,,15635.8
Antigua and Barbuda,ATG,2022-02-15,,12450.1
Antigua and Barbuda,ATG,2022-04-15,,13670.2
Antigua and Barbuda,ATG,2022-05-15,,11054.8
Antigua and Barbuda,ATG,2022-06-15,,3466.69
Antigua and Barbuda,ATG,2022-08-15,,11368.1
Antigua and Barbuda,ATG,2022-12-15,,13919.8
Antigua and Barbuda,ATG,2023-02-15,,9433.94
Argentina,ARG,2019-01-15,130878,290048
Argentina,ARG,2019-02-15,120056,252337
Argentina,ARG,2019-03-15,117625,247603
Argentina,ARG,2019-04-15,114993,238794
Argentina,ARG,2019-05-15,115447,241716
Argentina,ARG,2019-06-15,111895,233522
Argentina,ARG,2019-07-15,136070,249245
Argentina,ARG,2019-08-15,135092,244073
Argentina,ARG,2019-09-15,125368,235962
Argentina,ARG,2019-10-15,122561,244232
Argentina,ARG,2019-11-15,117779,225238
Argentina,ARG,2019-12-15,127595,274704
Argentina,ARG,2020-01-15,126456,259725
Argentina,ARG,2020-02-15,115820,232834
Argentina,ARG,2020-03-15,73458.5,145394
Argentina,ARG,2020-04-15,877.243,15084.1
Argentina,ARG,2020-05-15,1661.7,17280
Argentina,ARG,2020-06-15,2007.05,20937.2
Argentina,ARG,2020-07-15,1339.19,18073.3
Argentina,ARG,2020-08-15,1080.27,19583.7
Argentina,ARG,2020-09-15,1244.85,22971.2
Argentina,ARG,2020-10-15,7567.52,35922.5
Argentina,ARG,2020-11-15,14638.9,49793.5
Argentina,ARG,2020-12-15,33994.6,66928.6
Argentina,ARG,2021-01-15,56472.7,71893
Argentina,ARG,2021-02-15,54823.9,56652.1
Argentina,ARG,2021-03-15,62363.3,62303.5
Argentina,ARG,2021-04-15,57372.3,51504.9
Argentina,ARG,2021-05-15,38945.7,50693.7
Argentina,ARG,2021-06-15,30410.2,53093.7
Argentina,ARG,2021-07-15,57724.5,52521
Argentina,ARG,2021-08-15,72867.3,53971.8
Argentina,ARG,2021-09-15,77065.7,58534.3
Argentina,ARG,2021-10-15,90682.5,72803.9
Argentina,ARG,2021-11-15,107727,93126.5
Argentina,ARG,2021-12-15,115081,114586
Argentina,ARG,2022-01-15,117286,124937
Argentina,ARG,2022-02-15,111881,115782
Argentina,ARG,2022-03-15,126796,133422
Argentina,ARG,2022-04-15,122119,134530
Argentina,ARG,2022-05-15,120906,141147
Argentina,ARG,2022-06-15,114634,124759
Argentina,ARG,2022-07-15,133563,159199
Argentina,ARG,2022-08-15,143603,166753
Argentina,ARG,2022-09-15,135301,157076
Argentina,ARG,2022-10-15,149206,169549
Argentina,ARG,2022-11-15,135280,178245
Argentina,ARG,2022-12-15,143805,193077
Argentina,ARG,2023-01-15,144936,199610
Argentina,ARG,2023-02-15,135122,172150
Argentina,ARG,2023-03-15,157616,183112
Armenia,ARM,2019-09-15,1.18664,22622
Armenia,ARM,2021-11-15,11.2337,16999.9
Armenia,ARM,2022-07-15,1.18664,31061.7
Armenia,ARM,2023-01-15,27.0249,27225.8
Armenia,ARM,2019-01-15,,16588.6
Armenia,ARM,2019-02-15,,13616.7
Armenia,ARM,2019-03-15,,13869.7
Armenia,ARM,2019-04-15,,15064.9
Armenia,ARM,2019-05-15,,17171.7
Armenia,ARM,2019-06-15,,19498.2
Armenia,ARM,2019-07-15,,24211.1
Armenia,ARM,2019-08-15,,25004.3
Armenia,ARM,2019-10-15,,21853.5
Armenia,ARM,2019-11-15,,18081.3
Armenia,ARM,2019-12-15,,18995.3
Armenia,ARM,2020-01-15,,18775.9
Armenia,ARM,2020-02-15,,16117.9
Armenia,ARM,2020-03-15,,12019.8
Armenia,ARM,2020-04-15,,1845.23
Armenia,ARM,2020-05-15,,1644.61
Armenia,ARM,2020-06-15,,1688.07
Armenia,ARM,2020-07-15,,2133.69
Armenia,ARM,2020-08-15,,3586.06
Armenia,ARM,2020-09-15,,4786.78
Armenia,ARM,2020-10-15,,5274.78
Armenia,ARM,2020-11-15,,4635.76
Armenia,ARM,2020-12-15,,6702.09
Armenia,ARM,2021-01-15,,5923.98
Armenia,ARM,2021-02-15,,7152.27
Armenia,ARM,2021-03-15,,9565.68
Armenia,ARM,2021-04-15,,10746.9
Armenia,ARM,2021-05-15,,12748.4
Armenia,ARM,2021-06-15,,14888.8
Armenia,ARM,2021-07-15,,22159
Armenia,ARM,2021-08-15,,24516.8
Armenia,ARM,2021-09-15,,20699.7
Armenia,ARM,2021-10-15,,19060.5
Armenia,ARM,2021-12-15,,17310.9
Armenia,ARM,2022-01-15,,16389.9
Armenia,ARM,2022-02-15,,11885.6
Armenia,ARM,2022-03-15,,15649.1
Armenia,ARM,2022-04-15,,18123.8
Armenia,ARM,2022-05-15,,20390.5
Armenia,ARM,2022-06-15,,28099.2
Armenia,ARM,2022-08-15,,30661.6
Armenia,ARM,2022-09-15,,27128.5
Armenia,ARM,2022-10-15,,28592.7
Armenia,ARM,2022-11-15,,24868.7
Armenia,ARM,2022-12-15,,26915.5
Armenia,ARM,2023-02-15,,23616.6
Armenia,ARM,2023-03-15,,27811.3
Asia,,2019-01-15,10585048,17160698
Asia,,2019-02-15,9883001,15580892
Asia,,2019-03-15,9285820,15684626
Asia,,2019-04-15,10356298,16740852
Asia,,2019-05-15,10778645,16862450
Asia,,2019-06-15,10692381,17122558
Asia,,2019-07-15,11604637,18173176
Asia,,2019-08-15,11728077,18377882
Asia,,2019-09-15,11055283,17237248
Asia,,2019-10-15,11921184,17445706
Asia,,2019-11-15,11828548,16741286
Asia,,2019-12-15,12165526,18109516
Asia,,2020-01-15,12389322,18138808
Asia,,2020-02-15,6728298,13857386
Asia,,2020-03-15,6706702,8369132
Asia,,2020-04-15,3950645,2357986.2
Asia,,2020-05-15,5198584.5,3295969.8
Asia,,2020-06-15,6872165.5,3402324.5
Asia,,2020-07-15,8224285,3727573.2
Asia,,2020-08-15,9742238,4088515.8
Asia,,2020-09-15,9949853,4416331
Asia,,2020-10-15,11092726,4859900
Asia,,2020-11-15,11201389,5132803
Asia,,2020-12-15,11576229,5588490.5
Asia,,2021-01-15,9044700,5461917.5
Asia,,2021-02-15,7234425.5,4910824
Asia,,2021-03-15,11604139,5991936
Asia,,2021-04-15,12292020,5883472.5
Asia,,2021-05-15,11289282,5738061
Asia,,2021-06-15,9987631,5805678
Asia,,2021-07-15,10923158,6610598
Asia,,2021-08-15,7575903,6930525.5
Asia,,2021-09-15,9605593,7031027
Asia,,2021-10-15,10550943,7700623
Asia,,2021-11-15,7929685,7609530
Asia,,2021-12-15,9509634,8184153.5
Asia,,2022-01-15,9606625,7906014.5
Asia,,2022-02-15,9027047,7103958
Asia,,2022-03-15,7505018,8447687
Asia,,2022-04-15,6228388.5,8389170
Asia,,2022-05-15,7281490,9155849
Asia,,2022-06-15,8097865.5,9137186
Asia,,2022-07-15,10840582,10675379
Asia,,2022-08-15,10519813,10874748
Asia,,2022-09-15,8305283,10492476
Asia,,2022-10-15,7607945,10914751
Asia,,2022-11-15,6817047.5,10987900
Asia,,2022-12-15,8298661.5,11783316
Asia,,2023-01-15,11728494,11975971
Asia,,2023-02-15,10567014,10722693
Asia,,2023-03-15,11412882,11991585
Australia,AUS,2019-01-15,678215,1343010
Australia,AUS,2019-02-15,593197,1202370
Australia,AUS,2019-03-15,583781,1137120
Australia,AUS,2019-04-15,660430,1181830
Australia,AUS,2019-05-15,650689,1158020
Australia,AUS,2019-06-15,627164,1131410
Australia,AUS,2019-07-15,705691,1205130
Australia,AUS,2019-08-15,658815,1172860
Australia,AUS,2019-09-15,664971,1129930
Australia,AUS,2019-10-15,701044,1168700
Australia,AUS,2019-11-15,650301,1132480
Australia,AUS,2019-12-15,685954,1290990
Australia,AUS,2020-01-15,684634,1333400
Australia,AUS,2020-02-15,609059,1047390
Australia,AUS,2020-03-15,555921,794865
Australia,AUS,2020-04-15,137052,219765
Australia,AUS,2020-05-15,132463,263334
Australia,AUS,2020-06-15,162070,221216
Australia,AUS,2020-07-15,217811,231010
Australia,AUS,2020-08-15,207875,237531
Australia,AUS,2020-09-15,224614,230366
Australia,AUS,2020-10-15,285362,266422
Australia,AUS,2020-11-15,297357,269753
Australia,AUS,2020-12-15,431580,277943
Australia,AUS,2021-01-15,378602,251454
Australia,AUS,2021-02-15,364717,225813
Australia,AUS,2021-03-15,516932,259912
Australia,AUS,2021-04-15,559595,257288
Australia,AUS,2021-05-15,600965,272550
Australia,AUS,2021-06-15,487210,279325
Australia,AUS,2021-07-15,373768,287416
Australia,AUS,2021-08-15,280150,276483
Australia,AUS,2021-09-15,303280,272000
Australia,AUS,2021-10-15,328060,280224
Australia,AUS,2021-11-15,384870,295705
Australia,AUS,2021-12-15,533861,357922
Australia,AUS,2022-01-15,488175,375665
Australia,AUS,2022-02-15,441997,398405
Australia,AUS,2022-03-15,571289,492831
Australia,AUS,2022-04-15,670777,508239
Australia,AUS,2022-05-15,702355,540408
Australia,AUS,2022-06-15,741050,541148
Australia,AUS,2022-07-15,653353,614499
Australia,AUS,2022-08-15,658317,620008
Australia,AUS,2022-09-15,647272,612339
Australia,AUS,2022-10-15,673784,664091
Australia,AUS,2022-11-15,660620,695198
Australia,AUS,2022-12-15,671680,785874
Australia,AUS,2023-01-15,674051,814961
Australia,AUS,2023-02-15,615870,731797
Australia,AUS,2023-03-15,697947,801872
Austria,AUT,2019-01-15,2375.67,203978
Austria,AUT,2019-02-15,2125.73,190695
Austria,AUT,2019-03-15,2205.19,214805
Austria,AUT,2019-04-15,2255.31,259040
Austria,AUT,2019-05-15,2098,261074
Austria,AUT,2019-06-15,2448.6,260155
Austria,AUT,2019-07-15,2310.64,271948
Austria,AUT,2019-08-15,2017.84,265920
Austria,AUT,2019-09-15,2648.16,257831
Austria,AUT,2019-10-15,2744.83,252570
Austria,AUT,2019-11-15,2734.85,223607
Austria,AUT,2019-12-15,2432.16,230609
Austria,AUT,2020-01-15,2365.23,224703
Austria,AUT,2020-02-15,2542.35,205833
Austria,AUT,2020-03-15,1330.47,121732
Austria,AUT,2020-04-15,44.3086,12147.8
Austria,AUT,2020-05-15,79.7147,13324
Austria,AUT,2020-06-15,212.255,22528.4
Austria,AUT,2020-07-15,588.119,68968.4
Austria,AUT,2020-08-15,658.547,95064.5
Austria,AUT,2020-09-15,966.153,77715.8
Austria,AUT,2020-10-15,2928.87,62681.1
Austria,AUT,2020-11-15,2018.22,40554.1
Austria,AUT,2020-12-15,1521.82,42594.7
Austria,AUT,2021-01-15,2016.47,37161.4
Austria,AUT,2021-02-15,2378.85,33424
Austria,AUT,2021-03-15,2868.1,43482.8
Austria,AUT,2021-04-15,2426.62,59448.7
Austria,AUT,2021-05-15,2648.36,66720.8
Austria,AUT,2021-06-15,3709.37,90511.1
Austria,AUT,2021-07-15,3737.86,152876
Austria,AUT,2021-08-15,4165.43,159882
Austria,AUT,2021-09-15,4429.31,154762
Austria,AUT,2021-10-15,3137.38,157727
Austria,AUT,2021-11-15,2745.16,133313
Austria,AUT,2021-12-15,2904.82,134559
Austria,AUT,2022-01-15,2885.11,128671
Austria,AUT,2022-02-15,3268.56,111873
Austria,AUT,2022-03-15,4343.01,145280
Austria,AUT,2022-04-15,3246.33,167216
Austria,AUT,2022-05-15,5285.05,183931
Austria,AUT,2022-06-15,5776.73,183997
Austria,AUT,2022-07-15,4908.96,217379
Austria,AUT,2022-08-15,5798.85,214556
Austria,AUT,2022-09-15,4662.59,206817
Austria,AUT,2022-10-15,5000.5,196813
Austria,AUT,2022-11-15,3617.59,156690
Austria,AUT,2022-12-15,3608.53,166747
Austria,AUT,2023-01-15,4013.52,168337
Austria,AUT,2023-02-15,5499.38,154561
Austria,AUT,2023-03-15,6442.29,186317
Azerbaijan,AZE,2019-01-15,158.395,30090.8
Azerbaijan,AZE,2019-02-15,224.045,20501.6
Azerbaijan,AZE,2019-03-15,181.205,27616.1
Azerbaijan,AZE,2019-04-15,267.325,32376.8
Azerbaijan,AZE,2019-05-15,279.977,33721
Azerbaijan,AZE,2019-06-15,303.713,41317.2
Azerbaijan,AZE,2019-07-15,429.623,50348.2
Azerbaijan,AZE,2019-08-15,497.45,50876.7
Azerbaijan,AZE,2019-09-15,361.678,42766.8
Azerbaijan,AZE,2019-10-15,340.219,35762.7
Azerbaijan,AZE,2019-11-15,395.322,34043.7
Azerbaijan,AZE,2019-12-15,362.424,37038.3
Azerbaijan,AZE,2020-01-15,327.121,34943.7
Azerbaijan,AZE,2020-02-15,278.186,26844
Azerbaijan,AZE,2020-03-15,191.61,20116.4
Azerbaijan,AZE,2020-04-15,5.18788,7678.42
Azerbaijan,AZE,2020-06-15,5.18788,5320.77
Azerbaijan,AZE,2020-07-15,25.9394,8493.19
Azerbaijan,AZE,2020-08-15,38.9091,11205.1
Azerbaijan,AZE,2020-09-15,19.7301,11970.2
Azerbaijan,AZE,2020-12-15,2.59394,13729.8
Azerbaijan,AZE,2021-03-15,7.79471,19784.3
Azerbaijan,AZE,2021-05-15,56.2631,23375.2
Azerbaijan,AZE,2021-06-15,80.661,27974.6
