Entity,Code,Year,Same Day/Overnight visitors
Ukraine,UKR,2009,0.1555438
Ukraine,UKR,2010,0.1372919
Ukraine,UKR,2011,0.14569227
Ukraine,UKR,2012,0.08899318
Ukraine,UKR,2013,0.05488225
Ukraine,UKR,2014,0.040591568
Ukraine,UKR,2015,0.04803669
Ukraine,UKR,2016,0.030075751
Ukraine,UKR,2017,0.02452565
Ukraine,UKR,2018,0.016874645
Ukraine,UKR,2019,0.020315522
Ukraine,UKR,2020,0.07672716
Ukraine,UKR,2021,0.075257994
United Arab Emirates,ARE,2015,0.14671654
United Arab Emirates,ARE,2016,0.15162873
United Arab Emirates,ARE,2017,0.13757303
United Arab Emirates,ARE,2018,0.14237657
United Arab Emirates,ARE,2019,0.17258012
United Arab Emirates,ARE,2020,0.12826239
United Arab Emirates,ARE,2021,0.11368586
United Kingdom,GBR,1995,0.083705515
United Kingdom,GBR,1996,0.097096264
United Kingdom,GBR,1997,0.09907387
United Kingdom,GBR,1998,0.085828766
United Kingdom,GBR,1999,0.087956816
United Kingdom,GBR,2000,0.08603308
United Kingdom,GBR,2001,0.088313796
United Kingdom,GBR,2002,0.083964676
United Kingdom,GBR,2003,0.08460964
United Kingdom,GBR,2004,0.080886364
United Kingdom,GBR,2005,0.06886836
United Kingdom,GBR,2006,0.06716905
United Kingdom,GBR,2007,0.06180758
United Kingdom,GBR,2008,0.057925817
United Kingdom,GBR,2009,0.058418777
United Kingdom,GBR,2010,0.05143371
United Kingdom,GBR,2011,0.049433913
United Kingdom,GBR,2012,0.05951794
United Kingdom,GBR,2013,0.050741877
United Kingdom,GBR,2014,0.051571243
United Kingdom,GBR,2015,0.046743862
United Kingdom,GBR,2016,0.047406178
United Kingdom,GBR,2017,0.038894366
United Kingdom,GBR,2018,0.041873578
United Kingdom,GBR,2019,0.036506165
United Kingdom,GBR,2020,0.036120962
United Kingdom,GBR,2021,0.015428662
United States,USA,1995,0.8406205
United States,USA,1996,0.78012
United States,USA,1997,0.7276572
United States,USA,1998,0.61215687
United States,USA,1999,0.55673766
United States,USA,2000,0.5290019
United States,USA,2001,0.5124555
United States,USA,2002,0.47848833
United States,USA,2003,0.5061866
United States,USA,2004,0.4669531
United States,USA,2005,0.45274967
United States,USA,2006,2.593346
United States,USA,2007,2.122811
United States,USA,2008,2.0289965
United States,USA,2009,1.9128723
United States,USA,2010,1.7041327
United States,USA,2011,1.32006
United States,USA,2012,1.5629065
United States,USA,2013,1.5028285
United States,USA,2014,1.3655199
United States,USA,2015,1.2740968
United States,USA,2016,1.2937738
United States,USA,2017,1.2580528
United States,USA,2018,1.1233051
United States,USA,2019,1.083004
United States,USA,2020,1.3314595
United States,USA,2021,2.013235
United States Virgin Islands,VIR,1995,2.8348017
United States Virgin Islands,VIR,1996,3.769437
United States Virgin Islands,VIR,1997,4.414758
United States Virgin Islands,VIR,1998,4.0687203
United States Virgin Islands,VIR,1999,3.0599174
United States Virgin Islands,VIR,2000,3.3882785
United States Virgin Islands,VIR,2001,3.7381403
United States Virgin Islands,VIR,2002,3.4942307
United States Virgin Islands,VIR,2003,3.4516728
United States Virgin Islands,VIR,2004,3.6536412
United States Virgin Islands,VIR,2005,3.382155
United States Virgin Islands,VIR,2006,3.502627
United States Virgin Islands,VIR,2007,3.439523
United States Virgin Islands,VIR,2008,3.2421603
United States Virgin Islands,VIR,2009,2.9875667
United States Virgin Islands,VIR,2010,3.4248252
United States Virgin Islands,VIR,2011,3.7372134
United States Virgin Islands,VIR,2012,3.2649434
United States Virgin Islands,VIR,2013,3.5779662
United States Virgin Islands,VIR,2014,3.5756097
United States Virgin Islands,VIR,2015,3.1168225
United States Virgin Islands,VIR,2016,2.8575711
United States Virgin Islands,VIR,2017,2.6523364
United States Virgin Islands,VIR,2018,4.0446196
United States Virgin Islands,VIR,2019,3.0350194
United States Virgin Islands,VIR,2020,1.8450611
United States Virgin Islands,VIR,2021,0.5660047
Uruguay,URY,1995,0.07665677
Uruguay,URY,1996,0.049256507
Uruguay,URY,1997,0.0634715
Uruguay,URY,1998,0.074433655
Uruguay,URY,1999,0.09647854
Uruguay,URY,2000,0.13617887
Uruguay,URY,2001,0.1294926
Uruguay,URY,2002,0.07551669
Uruguay,URY,2003,0.061971832
Uruguay,URY,2004,0.06548975
Uruguay,URY,2005,0.06028761
Uruguay,URY,2006,0.042881645
Uruguay,URY,2007,0.03536794
Uruguay,URY,2008,0.16357069
Uruguay,URY,2009,0.12068126
Uruguay,URY,2010,0.15087123
Uruguay,URY,2011,0.13545677
Uruguay,URY,2012,0.17068645
Uruguay,URY,2013,0.20834887
Uruguay,URY,2014,0.19127516
Uruguay,URY,2015,0.1849982
Uruguay,URY,2016,0.19591703
Uruguay,URY,2017,0.14833969
Uruguay,URY,2018,0.13980974
Uruguay,URY,2019,0.13762668
Vanuatu,VUT,1995,0.8636364
Vanuatu,VUT,1996,1.2391304
Vanuatu,VUT,1997,0.62
Vanuatu,VUT,1998,0.5
Vanuatu,VUT,1999,0.88235295
Vanuatu,VUT,2000,0.82758623
Vanuatu,VUT,2001,1
Vanuatu,VUT,2002,1.0204082
Vanuatu,VUT,2003,1.04
Vanuatu,VUT,2004,0.6229508
Vanuatu,VUT,2005,1.032258
Vanuatu,VUT,2006,1.2647059
Vanuatu,VUT,2007,1.0617284
Vanuatu,VUT,2008,1.1723757
Vanuatu,VUT,2009,1.2393247
Vanuatu,VUT,2010,1.4454732
Vanuatu,VUT,2011,1.6478723
Vanuatu,VUT,2012,1.9685767
Vanuatu,VUT,2013,2.2454545
Vanuatu,VUT,2014,2.0183487
Vanuatu,VUT,2015,2.1888888
Vanuatu,VUT,2016,2.6969507
Vanuatu,VUT,2017,2.047619
Vanuatu,VUT,2018,2.0294118
Vanuatu,VUT,2019,1.1227198
Vanuatu,VUT,2020,2.7454545
Venezuela,VEN,1995,0.2557143
Venezuela,VEN,1996,0.26482213
Venezuela,VEN,1997,0.14619164
Venezuela,VEN,1998,0.1868613
Venezuela,VEN,1999,0.19591141
Venezuela,VEN,2000,0.2835821
Venezuela,VEN,2001,0.3561644
Venezuela,VEN,2002,0.36574075
Venezuela,VEN,2003,0.2908012
Venezuela,VEN,2004,0.27160493
Venezuela,VEN,2005,0.19830029
Venezuela,VEN,2006,0.18048128
Venezuela,VEN,2007,0.18783069
Venezuela,VEN,2008,0.0042918455
Venezuela,VEN,2009,0.008896797
Venezuela,VEN,2010,0.017110266
Venezuela,VEN,2011,0.05042017
Venezuela,VEN,2012,0.07388664
Venezuela,VEN,2013,0.10040568
Venezuela,VEN,2014,0.12835473
Venezuela,VEN,2015,0.117870726
Venezuela,VEN,2016,0.13311148
Venezuela,VEN,2017,0.0046838406
Vietnam,VNM,1996,0.6482051
Vietnam,VNM,1997,0.54039496
Vietnam,VNM,1998,0.55419225
Vietnam,VNM,1999,0.47151116
Vietnam,VNM,2000,0.54736084
Vietnam,VNM,2001,0.4571607
Vietnam,VNM,2013,0.051520623
Vietnam,VNM,2014,0.051549144
Vietnam,VNM,2015,0.05148908
Yemen,YEM,2010,0.009756098
Yemen,YEM,2011,0.41737032
Yemen,YEM,2012,0.46681923
Yemen,YEM,2013,0.33636364
Yemen,YEM,2014,0.19656019
Yemen,YEM,2015,0.08671939
Zimbabwe,ZWE,1995,0.03888481
Zimbabwe,ZWE,1996,0.012682308
Zimbabwe,ZWE,1997,0.042935207
Zimbabwe,ZWE,1998,0.052366566
Zimbabwe,ZWE,1999,0.07091861
Zimbabwe,ZWE,2000,0.052997857
Zimbabwe,ZWE,2001,0.07205029
